County,Location Lat-Long,Cleanup Type,Cleanup Date,Cleanup Site,Adults,Children,People,Pounds,Miles,Bags,Cigarette Butts,Food Wrappers,Take Out/Away Containers (Plastic),Take Out/Away Containers (Foam),Bottle Caps (Plastic),Bottle Caps (Metal),Lids (Plastic),"Straws, Stirrers","Forks, Knives, Spoons",Beverage Bottles (Plastic),Beverage Bottles (Glass),Beverage Cans,Grocery Bags (Plastic),Other Plastic Bags,Paper Bags,"Cups, Plates (Paper)","Cups, Plates (Plastic)","Cups, Plates (Foam)","Fishing Buoys, Pots & Traps",Fishing Net & Pieces,Fishing Line,Rope,6-Pack Holders,Other Plastic/Foam Packaging,Other Plastic Bottles,Strapping Bands,Tobacco Packaging/Wrap,Appliances,Balloons,Cigar Tips,Cigarette Lighters,Construction Materials,Fireworks,Tires,Toys,Condoms,Diapers,Syringes,Tampons/Tampon Applicators,Foam Pieces,Glass Pieces,Plastic Pieces,"Clothing, Shoes",Shotgun Shells/Wadding,Light Bulbs/Tubes,Batteries,Cars/Car Parts,55-Gallon Drums
Sussex,"(38.7666667, -75.0958333)",Beach,09/21/2013,Cape Henlopen State Park - The Point,26,1,27,10,0,0,350,,,,100,,10,30,20,,,40,,30,5,,,,0,2,8,,,5,,,5,,10,,1,0,5,,,,,1,3,,3,20,,,,,,
New Castle,"(39.6620572, -75.5663132)",Beach,09/21/2013,Ommelanden Range,10,12,22,500,1,20,,,,,100,,25,35,20,100,10,,,,,15,,,3,,,,,3,18,,,,,15,32,0,,2,,3,,1,10,,,,,,,,,
Sussex,"(38.7745565, -75.1393498)",Beach,09/21/2013,Cape Henlopen State Park - Fishing Pier,27,22,49,175,2,18,787,122,4,7,73,12,46,54,3,87,13,12,13,73,,4,9,2,7,25,32,36,1,62,5,13,10,,8,25,2,17,4,,,2,2,,1,28,35,128,,,,,,
Sussex,"(38.7745565, -75.1393498)",Beach,09/21/2013,Cape Henlopen State Park- Herring Point,12,6,18,50,1,3,310,66,2,1,70,13,10,18,8,32,2,10,25,26,6,7,8,3,3,4,9,6,,5,1,2,,,6,10,1,13,25,,,,,,1,10,5,52,,,,,,
Sussex,"(38.7829134, -75.11056)",Beach,09/21/2013,Cape Shores,18,3,21,105,1,5,307,24,4,5,40,1,9,18,4,19,1,,1,11,3,9,2,,1,9,7,9,2,15,1,14,8,,6,7,,70,18,,,,,,1,6,3,80,,,,,,
Sussex,"(38.6447545, -75.0698754)",Beach,09/21/2013,Delaware Seashore - North Inlet,63,0,63,100,1,5,603,74,4,1,34,3,2,19,7,47,2,39,48,28,18,5,13,10,0,16,18,13,1,2,1,,,,3,1,,0,,1,,,1,1,1,7,29,53,,,,,,
Kent,"(39.0389933, -75.6273554)",Beach,09/21/2013,Norman G. Wilder Wildlife Area,4,4,8,50,1,2,42,24,,1,24,,2,,19,140,16,1,,19,11,14,12,12,0,,,,1,1,,,,,1,,,0,,2,,,1,,,,1,,,,,,,
Kent,"(39.3322196, -75.4743891)",Beach,09/21/2013,Woodland Beach-AREC,10,2,12,25,3,2,111,23,7,9,10,12,13,6,2,9,14,23,5,4,9,6,3,13,0,,,7,,9,2,2,9,,,,,0,,,,,,,,48,64,109,,,,,,
Sussex,"(38.9266951, -75.3678842)",Beach,09/21/2013,Cedar Beach,14,16,30,100,1,4,,12,,,,,,,,4,4,,3,,4,,,,0,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,
Sussex,"(38.6975776, -75.1645541)",Beach,09/21/2013,Love Creek/Boat Hole,4,0,4,100,1,2,50,52,6,2,14,2,6,4,2,156,21,60,38,14,,6,12,6,10,4,,100,,,,6,6,,,2,8,12,,,,,,,,70,4,14,,,,,,
Sussex,"(38.2600133, -75.8563004)",Beach,09/21/2013,Nanticoke Wildlife Area,8,2,10,75,2,6,938,106,2,2,12,51,17,18,6,75,130,54,4,30,15,23,12,12,0,,10,,5,1,,,22,,,11,3,0,,3,,1,1,,,45,62,125,,,,,,
Sussex,"(38.7258873, -75.0779057)",Beach,09/21/2013,Deauville,7,16,23,50,1,10,130,100,53,31,36,13,16,36,8,18,9,11,4,10,1,7,8,13,0,1,2,,,17,2,2,3,,3,,1,0,47,,,,1,,1,9,44,37,,,,,,
Sussex,"(38.7666667, -75.0958333)",Beach,09/21/2013,Cape Henlopen State Park - Main Beach,110,40,150,65,1,15,2094,325,306,14,263,40,71,92,21,53,12,63,43,88,26,32,94,19,10,18,16,26,4,80,5,36,4,,29,50,4,47,2,1,,2,10,1,10,67,69,463,,,,,,
New Castle,"(39.6620572, -75.5663132)",Beach,09/13/2014,Ommelanden Range,11,13,24,300,1,24,43,18,25,22,6,0,36,50,24,189,32,22,10,10,0,0,44,15,15,4,1,1,0,15,13,2,0,0,1,10,21,1,0,2,,1,0,8,0,,,,,,,,,
Kent,"(39.085748, -75.421875)",Beach,09/20/2014,Ted Harvey WLA/ Ted Harvey Wildlife Area,14,5,19,250,2,15,88,94,10,3,134,10,32,34,8,148,15,179,10,39,2,8,82,12,2,4,18,28,0,20,12,21,4,0,54,8,4,11,1,1,,1,0,0,6,31,3,411,,,,,,
Sussex,"(38.6226376217145, -75.0929300253907)",Watercraft,09/20/2014,Inland Bays,5,1,6,50,1,4,198,55,2,1,18,8,6,4,6,58,9,63,21,21,1,0,56,1,8,3,65,22,0,3,1,0,0,0,13,2,3,5,0,0,,0,0,0,0,14,2,46,,,,,,
New Castle,"(39.664715, -75.557785)",Beach,09/20/2014,Battery Park,104,0,104,200,1,25,674,440,40,32,883,54,237,354,50,381,53,38,41,122,25,42,138,38,9,10,5,15,5,144,21,36,44,0,14,173,22,100,10,6,,7,2,14,39,558,1341,1407,,,,,,
New Castle,"(39.504724, -75.580976)",Beach,09/20/2014,Augustine Beach Boat Ramp,18,8,26,45,0.75,23,14,75,34,14,49,34,6,5,8,242,175,119,26,70,14,32,10,16,2,2,16,2,18,18,8,2,9,1,2,37,8,6,0,4,,0,5,0,1,25,58,108,,,,,,
New Castle,"(39.4783301, -75.60167)",Beach,09/20/2014,Augustine Beach WLA/ Augustine Beach- Impoundment,9,6,15,100,1,11,69,29,13,28,42,14,25,7,7,88,41,87,21,21,5,4,5,4,1,1,12,8,1,19,8,5,3,0,0,3,0,0,1,0,,0,1,0,0,6,1,20,,,,,,
Kent,"(39.102739, -75.402356)",Beach,09/20/2014,Kitts Hummock,34,19,53,400,4,18,12,128,15,10,131,2,22,23,4,136,14,132,19,87,14,6,50,19,6,15,51,30,1,23,25,11,5,0,31,5,4,9,11,2,,1,0,0,10,40,5,193,,,,,,
Kent,"(39.137057, -75.409641)",Beach,09/20/2014,Pickering Beach,21,7,28,250,2,25,10,52,4,1,107,1,12,25,3,44,5,10,11,41,3,0,23,5,12,2,12,13,2,62,21,3,1,0,10,10,4,29,6,0,,4,0,0,8,25,23,120,,,,,,
Kent,"(39.35, -75.50111)",Beach,09/20/2014,Woodland Beach WLA/ Woodland Beach-McKay,17,0,17,300,1.5,27,105,45,5,11,9,23,23,11,2,88,61,184,31,16,2,6,9,42,0,0,0,1,10,13,5,3,24,3,3,3,1,19,0,4,,2,0,0,0,31,44,62,,,,,,
Kent,"(39.006766, -75.370143)",Beach,09/20/2014,Bennetts Pier,26,20,46,210,2,26,11,76,9,3,83,6,36,13,5,115,59,77,48,54,7,7,24,10,11,13,1,0,6,15,5,2,3,0,41,0,8,6,1,1,,2,4,0,6,7,30,111,,,,,,
Kent,"(39.172165, -75.422591)",Beach,09/20/2014,Port Mahon Road - Little Creek,26,0,26,330,2.5,22,332,47,19,5,34,18,31,27,10,172,34,68,29,24,24,16,24,8,8,10,1,6,2,28,9,2,14,1,30,7,3,18,1,1,,14,0,0,5,40,28,128,,,,,,
Kent,"(39.331561, -75.471161)",Beach,09/20/2014,Woodland Beach Boat Ramp,7,2,9,75,1,8,568,124,0,2,54,52,12,11,1,45,43,38,40,42,0,5,9,29,0,3,26,8,1,32,0,0,23,0,1,9,2,10,0,0,,6,2,0,0,28,123,140,,,,,,
Sussex,"(38.781946, -75.12997)",Beach,09/20/2014,Lewes Beach,49,21,70,40,1.5,2,2140,160,4,0,215,13,12,101,32,23,10,4,8,53,110,61,37,9,1,31,7,6,0,89,3,19,1,0,14,44,4,13,28,0,,4,0,0,2,153,18,430,,,,,,
Sussex,"(38.53866, -75.054047)",Beach,09/20/2014,South Bethany Beach,12,18,30,21,1,2,285,82,5,4,110,11,11,45,12,18,5,4,4,20,12,17,17,3,7,7,3,7,3,70,5,8,6,0,3,15,0,16,8,0,,0,0,0,3,22,5,128,,,,,,
Sussex,"(38.701632, -75.162672)",Beach,09/20/2014,Boat Hole/Love Creek,13,0,13,30,0.5,7,708,28,11,1,8,0,6,8,1,52,7,20,15,19,0,2,4,1,3,1,0,19,0,13,0,19,14,0,1,1,1,1,2,0,,0,0,0,0,104,12,4,,,,,,
Sussex,"(38.913711, -75.305546)",Beach,09/20/2014,Slaughter Beach,108,31,139,268,3,33,215,195,66,13,389,17,130,196,24,125,19,63,31,55,9,3,44,8,18,20,94,48,5,45,22,14,20,1,158,60,10,35,12,0,,4,1,1,14,63,50,431,,,,,,
Sussex,"(38.827978, -75.212532)",Beach,09/20/2014,Broadkill Beach,66,18,84,207,3,23,320,123,48,11,382,33,68,111,19,98,76,119,37,57,12,15,44,9,15,16,17,27,2,11,8,45,15,0,77,40,6,22,91,3,,3,6,6,22,73,30,344,,,,,,
Sussex,"(38.544004, -75.054806)",Beach,09/20/2014,Bethany Beach,46,7,53,90,2,12,475,481,123,27,227,17,58,293,160,41,9,24,50,72,19,26,34,9,12,6,21,13,8,55,8,20,25,2,42,17,5,28,14,0,,8,0,0,4,80,16,345,,,,,,
Sussex,"(38.794119, -75.168285)",Beach,09/20/2014,Beach Plum Island,7,12,19,87,1,12,427,63,1,4,56,15,16,19,9,16,19,22,17,23,8,7,16,4,14,8,16,19,2,23,7,2,6,0,32,10,3,0,14,0,,0,1,0,2,12,2,104,,,,,,
Sussex,"(38.460359, -75.049301)",Beach,09/20/2014,Fenwick Island,43,0,43,35,1,5,334,51,1,0,116,16,25,50,15,13,0,5,14,13,5,21,7,11,6,9,0,3,0,6,1,8,2,0,41,3,1,5,6,0,,0,0,0,1,17,0,71,,,,,,
Sussex,"(38.697879, -75.072531)",Beach,09/20/2014,Dewey Beach,41,18,59,75,2,5,824,370,8,6,169,34,22,101,48,73,28,76,29,44,39,10,38,23,3,9,3,8,5,33,3,42,12,0,55,24,4,34,83,0,,3,2,0,4,97,12,253,,,,,,
Sussex,"(38.488626, -75.056725)",Beach,09/20/2014,Fenwick Island State Park,12,5,17,37,1,5,246,79,1,13,120,3,24,42,6,11,1,10,20,10,1,0,3,0,2,4,6,8,7,15,3,7,0,0,18,16,6,10,12,1,,0,0,0,2,12,2,128,,,,,,
New Castle,"(39.7829201, -75.50058)",Beach,09/20/2014,Fox Point Park,49,50,99,760,2.5,50,23,57,11,3,68,21,13,17,31,199,18,14,27,16,11,9,6,11,0,0,2,3,1,31,7,1,2,0,2,1,3,17,1,2,,0,0,2,3,86,156,150,,,,,,
Sussex,"(38.589981, -75.127955)",Beach,09/20/2014,Holts Landing State Park,14,9,23,50,5,14,565,30,0,0,13,39,3,3,0,82,28,65,21,46,0,8,5,2,2,1,5,1,2,6,0,3,5,0,0,3,0,0,1,2,,1,1,0,0,3,7,61,,,,,,
Sussex,"(38.782381, -75.102911)",Beach,09/20/2014,Cape Henlopen State Park - Gordons Pond,24,28,52,45,3,6,562,119,24,5,98,19,31,35,12,16,2,70,31,9,1,18,3,2,2,5,3,10,3,8,3,7,7,0,62,14,5,13,20,0,,0,5,0,1,30,4,25,,,,,,
Kent,"(39.057709, -75.396355)",Beach,09/20/2014,Bowers Beach South/ South Bowers Beach,21,26,47,200,1,17,136,108,30,7,68,47,9,16,18,113,133,210,33,43,9,13,22,4,7,13,9,5,3,16,19,6,11,0,23,6,4,67,1,4,,0,3,0,7,19,239,122,,,,,,
Kent,,Beach,09/20/2014,DuPont Nature Center/ Mispillion Harbor,10,10,20,180,2,12,45,57,21,6,32,22,14,0,4,82,106,82,30,10,2,7,29,3,0,0,1,2,4,6,0,0,5,0,0,1,1,1,0,0,,0,0,0,0,6,3,12,,,,,,
Sussex,,Beach,09/20/2014,Prime Hook Beach,38,0,38,35,1.5,12,66,105,18,9,255,17,46,32,36,60,58,51,26,68,3,8,22,2,13,11,15,12,1,19,9,7,0,1,65,26,12,54,31,1,,4,1,0,19,1,0,204,,,,,,
Sussex,"(38.7168581635821, -75.0757598876953)",Beach,09/20/2014,Rehoboth Beach,45,2,47,600,1,18,2926,544,22,19,281,68,71,159,29,55,8,13,19,44,29,42,19,4,1,2,1,0,0,24,0,5,20,0,30,55,2,6,3,20,,3,1,0,2,142,3,269,,,,,,
Kent,"(39.0579503159953, -75.3961658477783)",Beach,09/20/2014,South Bowers Beach,21,25,46,200,1,17,136,108,30,7,68,47,9,16,18,113,133,210,33,43,9,13,22,4,7,13,9,5,3,16,19,6,11,0,23,6,4,67,1,4,,0,3,0,7,19,239,122,,,,,,
Sussex,"(38.9121402524817, -75.4324722290039)",Beach,09/20/2014,Fowler Beach,18,7,25,130,1,20,2,21,4,5,50,2,8,9,2,55,46,21,8,25,3,4,9,10,4,2,2,9,0,7,3,2,3,0,21,1,2,8,3,0,,0,0,0,6,25,51,90,,,,,,
Kent,"(39.058492, -75.397273)",Beach,09/20/2014,Bowers Beach North/ Bowers Beach,22,49,71,55,1,17,874,69,7,13,95,45,13,34,6,74,9,21,21,26,4,7,6,3,4,9,18,21,0,18,11,4,8,0,10,21,2,8,4,0,,4,0,1,4,31,46,152,,,,,,
New Castle,"(39.388382, -75.527022)",Beach,09/20/2014,Cedar Swamp at Collins Beach,8,3,11,160,4,12,412,91,4,1,62,72,16,18,0,36,25,151,62,22,4,16,13,5,0,0,0,0,0,0,0,0,0,0,1,22,1,1,0,1,,1,0,0,1,28,50,145,,,,,,
Sussex,"(38.376115424036, -75.0668334960937)",Beach,09/20/2014,Delaware Seashore State Park - Keybox Road,24,2,26,155,1.5,15,35,76,22,0,202,0,10,25,11,152,13,4,110,10,0,10,5,7,2,1,7,6,0,0,1,0,0,0,76,26,9,17,0,0,,0,0,0,1,0,0,20,,,,,,
Sussex,,Beach,09/20/2014,Delaware Seashore State Park- 3R's,29,12,41,107,3,10,653,137,9,0,25,14,17,71,13,27,8,36,31,61,5,7,11,3,2,0,9,7,5,3,0,3,14,0,31,51,4,3,6,0,,0,2,1,5,59,10,130,,,,,,
Sussex,"(38.7666667, -75.0958333)",Beach,09/20/2014,Cape Henlopen State Park - The Point,16,0,16,20,3,6,54,36,6,0,81,3,9,34,9,7,0,9,5,17,3,6,4,0,4,2,3,4,0,8,1,7,3,0,21,18,7,18,0,0,,0,0,0,1,8,2,210,,,,,,
Sussex,"(38.7745565, -75.1393498)",Beach,09/20/2014,Cape Henlopen State Park - Fishing Pier,47,0,47,75,5,8,475,91,13,0,61,10,25,33,9,14,8,4,1,18,2,10,6,6,11,28,16,18,0,23,0,34,0,0,5,11,2,17,0,0,,3,0,0,0,4,6,158,,,,,,
Sussex,"(38.7745565, -75.1393498)",Beach,09/20/2014,Cape Henlopen State Park- Herring Point,6,20,26,30,0.75,1,238,99,4,1,1,7,9,36,9,28,3,10,22,9,0,0,11,1,4,3,2,6,1,27,0,6,3,0,26,3,1,12,3,0,,1,2,1,1,13,2,133,,,,,,
Sussex,"(38.7829134, -75.11056)",Beach,09/20/2014,Cape Shores,24,20,44,94.5,0.5,10,170,48,10,3,46,12,11,35,4,8,2,6,6,31,6,20,7,5,4,9,8,10,3,31,3,11,2,0,7,24,0,33,4,0,,1,0,0,2,37,15,126,,,,,,
Sussex,"(38.6447545, -75.0698754)",Beach,09/20/2014,Delaware Seashore - North Inlet,25,22,47,70,0.5,6,373,47,11,7,140,2,7,60,10,45,9,23,15,74,28,4,14,1,7,11,13,8,22,26,0,36,10,0,75,13,6,85,0,0,,0,0,0,3,25,7,114,,,,,,
Kent,"(39.0389933, -75.6273554)",Beach,09/20/2014,Norman G. Wilder Wildlife Area,3,22,25,450,3,25,20,92,8,3,10,2,13,9,2,157,59,97,19,57,26,22,50,21,0,0,0,0,2,36,10,1,12,0,0,5,0,15,0,6,,3,1,1,0,9,19,38,,,,,,
Kent,"(39.3322196, -75.4743891)",Beach,09/20/2014,Woodland Beach-AREC,9,9,18,110,1.5,11,186,45,12,11,8,21,5,10,2,35,21,72,30,32,28,0,2,5,2,1,3,13,0,4,2,2,17,1,3,0,3,8,0,1,,0,0,1,0,1,27,66,,,,,,
Sussex,"(38.2600133, -75.8563004)",Beach,09/20/2014,Nanticoke Wildlife Area,9,12,21,180,5,18,528,32,11,10,51,67,24,25,3,89,73,101,24,38,19,14,11,23,0,1,4,1,0,5,0,2,17,0,3,2,2,1,0,0,,0,0,0,0,95,90,251,,,,,,
Sussex,"(38.7258873, -75.0779057)",Beach,09/20/2014,Deauville,14,22,36,45,0.25,5,351,152,11,2,12,1,34,59,37,63,21,35,31,45,7,36,3,7,1,14,2,8,0,8,1,3,12,0,11,4,4,11,25,0,,0,1,0,0,38,26,98,,,,,,
Kent,"(39.3322196, -75.4743891)",Beach,09/20/2014,Woodland Beach-Main Beach,9,8,17,60,1,6,946,70,3,2,33,90,24,8,7,35,27,21,27,2,12,3,2,9,4,2,20,0,0,52,14,6,15,0,0,3,1,5,0,0,,0,0,0,2,30,50,94,,,,,,
Sussex,"(38.7666667, -75.0958333)",Beach,09/20/2014,Cape Henlopen State Park - Main Beach,47,52,99,95,1.25,6,275,436,7,0,174,22,31,72,14,39,7,6,30,54,20,10,14,2,10,0,28,16,0,36,6,54,3,0,82,20,1,33,9,1,,2,4,0,3,63,5,169,,,,,,
Kent,"(39.085748, -75.421875)",Beach,09/19/2015,Ted Harvey WLA/ Ted Harvey Wildlife Area,9,4,13,165,1,10,69,28,13,7,28,6,9,6,4,77,21,88,20,18,8,2,20,4,5,1,10,,1,26,3,8,4,,15,3,,4,,1,,1,1,,1,17,35,84,,,,,,
Sussex,"(38.6226376217145, -75.0929300253907)",Watercraft,09/19/2015,Inland Bays,11,0,11,100,4,4,46,15,3,10,14,3,5,9,43,13,2,11,17,77,3,2,9,4,5,2,1,4,1,6,2,,,,3,,,50,,,,,5,,,19,2,25,,,,,,
New Castle,"(39.664715, -75.557785)",Beach,09/19/2015,Battery Park,44,0,44,300,0.75,26,419,229,19,3,482,14,118,127,45,246,35,24,20,95,43,16,51,26,8,,1,4,5,178,22,10,35,2,11,81,24,20,2,2,,4,2,7,53,202,2349,741,,,,,,
New Castle,"(39.504724, -75.580976)",Beach,09/19/2015,Augustine Beach Boat Ramp,10,10,20,500,0.25,25,5,41,26,7,53,7,30,15,8,110,86,56,22,45,7,31,16,14,0,,10,,5,11,17,1,2,,,,5,2,,4,,2,4,,3,7,4,21,,,,,,
New Castle,"(39.4783301, -75.60167)",Beach,09/19/2015,Augustine Beach WLA/ Augustine Beach- Impoundment,8,4,12,302,1,20,27,138,5,13,61,60,6,8,2,103,183,161,43,54,10,17,11,21,2,1,32,3,5,10,4,23,1,,,5,1,0,,1,,,2,,,10,,54,,,,,,
Kent,"(39.102739, -75.402356)",Beach,09/19/2015,Kitts Hummock,37,16,53,115,2,10,16,53,5,3,68,6,20,19,6,39,3,44,31,56,4,12,17,3,12,13,10,21,,14,7,8,1,,4,2,2,15,10,,,2,,,3,10,8,122,,,,,,
Kent,"(39.137057, -75.409641)",Beach,09/19/2015,Pickering Beach,23,15,38,206,1,14,9,39,3,1,46,1,8,10,4,18,5,28,27,46,5,1,12,2,5,5,27,19,1,15,2,5,1,,6,2,,3,,4,,,,,2,8,22,127,,,,,,
Kent,"(39.35, -75.50111)",Beach,09/19/2015,Woodland Beach WLA/ Woodland Beach-McKay,8,15,23,100,1,5,54,51,22,11,28,12,20,15,26,125,130,195,26,22,19,20,13,20,1,1,,1,10,11,1,1,37,,,,,3,,1,,2,,,,23,34,93,,,,,,
Kent,"(39.006766, -75.370143)",Beach,09/19/2015,Bennetts Pier,33,25,58,225,2,26,22,47,37,21,60,14,61,18,5,158,81,65,36,56,14,12,14,11,3,12,14,21,8,23,9,2,12,,21,,5,12,3,,,,7,,1,15,69,67,,,,,,
Kent,"(39.172165, -75.422591)",Beach,09/19/2015,Port Mahon Road - Little Creek,15,12,27,128,2,19,250,118,15,6,63,29,26,29,6,98,51,100,41,22,8,4,3,15,6,5,113,6,5,39,8,7,28,,8,6,2,39,1,,,13,2,,4,22,9,50,,,,,,
Sussex,"(38.781946, -75.12997)",Beach,09/19/2015,Lewes Beach,87,58,145,20,2,3,1745,274,23,14,82,82,43,140,32,35,11,9,14,42,31,46,24,10,7,7,3,19,,45,8,24,3,1,26,30,,30,23,,,2,8,,3,88,22,428,,,,,,
Sussex,"(38.53866, -75.054047)",Beach,09/19/2015,South Bethany Beach,14,0,14,15,1,1,328,42,,,54,14,2,52,8,2,1,,,26,14,16,2,5,4,3,,4,2,13,,8,1,,9,12,,0,1,,,1,,,1,28,,103,,,,,,
Sussex,"(38.701632, -75.162672)",Beach,09/19/2015,Boat Hole/Love Creek,7,0,7,80,0.5,8,3000,12,,,6,1,3,9,2,10,3,5,6,2,,3,2,,0,,,8,,8,47,53,,,,3,1,0,,,,,,,,200,500,,,,,,,
Sussex,"(38.913711, -75.305546)",Beach,09/19/2015,Slaughter Beach,102,16,118,300,3,37,380,180,38,9,129,40,58,54,17,81,16,81,16,54,24,10,24,18,12,33,42,28,6,160,8,19,12,,71,19,5,20,38,,,,4,,19,140,9,112,,,,,,
Sussex,"(38.827978, -75.212532)",Beach,09/19/2015,Broadkill Beach,62,11,73,200,3,18,229,232,5,7,103,24,22,42,13,63,22,76,55,99,15,31,35,9,8,17,28,22,,27,12,16,4,,88,28,8,36,38,,,1,1,,8,38,37,132,,,,,,
Sussex,"(38.544004, -75.054806)",Beach,09/19/2015,Bethany Beach,50,19,69,120,1,24,930,200,44,15,128,19,24,64,11,38,3,3,14,51,15,11,19,9,3,1,,5,,58,3,29,4,1,14,,8,20,800,,,,2,,3,117,2,202,,,,,,
Sussex,"(38.794119, -75.168285)",Beach,09/19/2015,Beach Plum Island,7,0,7,80,1,8,1495,85,7,2,68,68,23,44,3,21,3,18,17,26,5,21,10,8,3,6,39,15,4,3,2,18,1,,18,32,5,10,22,,,5,1,,2,67,8,157,,,,,,
Sussex,"(38.460359, -75.049301)",Beach,09/19/2015,Fenwick Island,16,17,33,63,1,16,398,99,4,3,70,33,16,49,20,15,13,34,7,20,6,7,3,2,0,2,1,,,13,5,4,4,,3,7,,29,11,,,1,,,3,26,3,92,,,,,,
Sussex,"(38.697879, -75.072531)",Beach,09/19/2015,Dewey Beach,20,7,27,20,1.6,3,829,328,5,10,181,30,27,70,65,17,12,7,14,25,1,11,14,16,0,,,,,27,1,13,17,,2,14,2,22,30,,,1,2,,12,95,3,263,,,,,,
Sussex,"(38.488626, -75.056725)",Beach,09/19/2015,Fenwick Island State Park,20,0,20,30,8,8,223,113,5,,87,3,3,30,4,1,,6,9,10,3,12,1,,0,,,6,,24,1,1,2,,4,8,2,1,6,,,,,,,14,3,170,,,,,,
New Castle,"(39.7829201, -75.50058)",Beach,09/19/2015,Fox Point Park,90,0,90,2100,0.5,75,370,160,3,6,234,6,82,249,73,641,89,98,41,49,1,14,15,39,3,1,3,4,3,42,9,1,4,,2,20,8,29,1,10,,1,,5,20,158,236,158,,,,,,
Sussex,"(38.589981, -75.127955)",Beach,09/19/2015,Holts Landing State Park,16,0,16,200,0.5,19,229,49,14,4,44,2,25,2,5,48,32,47,5,7,,,,,0,,32,,,,,,6,,15,,,4,,,,,,,,,,,,,,,,
Sussex,"(38.782381, -75.102911)",Beach,09/19/2015,Cape Henlopen State Park - Gordons Pond,15,19,34,50,0.75,2,487,51,4,7,54,4,10,23,9,18,2,6,5,38,8,2,4,1,4,4,3,6,,7,1,3,2,,10,6,2,8,2,1,,,,,2,14,1,137,,,,,,
Kent,"(39.057709, -75.396355)",Beach,09/19/2015,Bowers Beach South/ South Bowers Beach,42,17,59,366,0.75,27,69,91,29,15,35,32,21,23,12,132,130,113,41,34,13,11,39,16,0,8,6,14,4,13,4,4,28,1,5,4,3,164,2,4,,4,,,1,12,163,92,,,,,,
Kent,,Beach,09/19/2015,DuPont Nature Center/ Mispillion Harbor,6,6,12,80,1,5,127,59,2,2,29,7,9,9,1,31,22,24,22,25,27,25,9,6,1,1,15,10,5,2,,1,5,,,1,3,14,,,,,8,,2,16,17,43,,,,,,
Sussex,"(38.7168581635821, -75.0757598876953)",Beach,09/19/2015,Rehoboth Beach,35,0,35,120,1,8,1405,338,12,9,188,18,47,75,47,36,14,15,11,43,33,28,35,16,0,,,,,138,10,5,24,,12,17,1,4,29,,,5,2,,3,30,,164,,,,,,
Sussex,"(38.9121402524817, -75.4324722290039)",Beach,09/19/2015,Fowler Beach,18,7,25,260,0.5,14,251,26,,3,21,24,16,19,1,51,59,76,31,64,17,17,20,6,5,7,10,24,1,4,1,10,8,1,,18,3,1,1,,,,3,,1,16,112,76,,,,,,
Kent,"(39.058492, -75.397273)",Beach,09/19/2015,Bowers Beach North/ Bowers Beach,33,6,39,120,1,7,556,14,2,1,28,26,11,12,1,12,6,12,4,7,2,3,3,2,0,3,11,3,,10,,5,3,,7,2,2,1,14,1,,2,,,,,,88,,,,,,
New Castle,"(39.388382, -75.527022)",Beach,09/19/2015,Cedar Swamp at Collins Beach,2,2,4,45,5,4,86,25,,1,35,55,13,29,10,29,18,20,8,3,12,2,,4,0,,2,4,1,,,,2,,,7,,3,,,,4,,,,37,13,48,,,,,,
Sussex,"(38.7666667, -75.0958333)",Beach,09/19/2015,Cape Henlopen State Park - The Point,30,0,30,500,3,20,142,100,43,1,156,15,30,42,11,85,30,37,30,64,24,3,30,6,5,13,26,59,,10,6,11,1,,32,39,11,24,2,1,,1,1,1,30,12,455,418,,,,,,
New Castle,"(39.6620572, -75.5663132)",Beach,09/19/2015,Ommelanden Range,13,21,34,3000,0.75,50,2,97,33,3,107,6,75,38,2,288,23,16,5,12,1,5,23,8,3,,4,,1,7,13,,2,,3,11,17,52,,3,,,,34,,63,73,182,,,,,,
Sussex,"(38.7745565, -75.1393498)",Beach,09/19/2015,Cape Henlopen State Park - Fishing Pier,19,11,30,360,2,24,888,996,18,1,12,8,10,30,17,15,9,9,4,19,12,7,9,1,4,15,31,5,,46,,15,3,24,7,6,,5,3,,,,3,,2,13,18,300,,,,,,
Sussex,"(38.7745565, -75.1393498)",Beach,09/19/2015,Cape Henlopen State Park- Herring Point,7,20,27,200,2,10,155,26,1,,29,18,5,7,7,11,4,2,9,3,30,3,3,2,0,1,3,3,,13,,6,3,,6,5,,2,2,,,,,,2,22,2,135,,,,,,
Sussex,"(38.7829134, -75.11056)",Beach,09/19/2015,Cape Shores,22,10,32,20,0.5,10,141,34,2,,29,8,15,23,1,3,3,3,22,22,,,2,5,1,1,4,9,,7,4,4,,,9,8,,32,,,,,,,,20,6,161,,,,,,
Sussex,"(38.6447545, -75.0698754)",Beach,09/19/2015,Delaware Seashore - North Inlet,15,16,31,70,1.5,10,194,56,6,8,243,7,20,82,30,36,5,5,22,6,,,1,4,41,1,13,4,,2,2,1,5,,8,66,4,12,,1,,,1,,7,168,128,72,,,,,,
Kent,"(39.3322196, -75.4743891)",Beach,09/19/2015,Woodland Beach-AREC,10,8,18,205,2,18,31,26,3,1,9,5,4,1,1,50,173,82,9,21,5,2,2,2,0,,,,1,23,4,1,3,,,,1,4,,1,,,,,1,7,40,29,,,,,,
